"Term","Course ID","Offer Nbr","Class Nbr","Section","Enrl Stat","Class Stat","Assoc","Session","Auto Enrol","Auto Enr 2","Class Type","Cap Enrl","Tot Enrl","Comb Sects ID","Combined Sect Cap Enrl","Combined Sect Tot Enrl"
"3310","106996","1","19582","01NT","Open","Active","1","1","","","Enrolment","10","2","","",""
"3310","106797","1","10169","SE01","Open","Active","10","1","","","Enrolment","34","32","","",""
"3310","106797","1","10170","SE02","Open","Active","10","1","","","Enrolment","16","14","","",""
"3310","106797","1","10171","SE03","Closed","ToBeCancel","10","1","","","Enrolment","20","0","","",""
"3310","106797","1","10172","SE04","Open","Tentative","10","1","","","Enrolment","30","0","","",""
"3310","106797","1","10173","SE05","Open","Active","10","1","","","Enrolment","16","13","","",""
"3310","106844","1","10174","SE01","Open","Active","10","1","","","Enrolment","30","11","","",""
"3310","106844","1","10175","SE02","Open","Active","10","1","","","Enrolment","32","26","","",""
"3310","106844","1","10176","SE03","Closed","Tentative","10","1","","","Enrolment","30","0","","",""
"3310","106844","1","10177","SE04","Open","Active","10","1","","","Enrolment","30","27","","",""
"3310","106844","1","10178","SE05","Closed","Tentative","10","1","","","Enrolment","30","0","","",""
"3310","106797","1","19366","LEC0","Open","Active","10","1","","","Non-Enrol","200","20","","",""
"3310","006202","1","19501","TH01","Open","Active","10","1","","","Enrolment","10","0","","",""
"3310","105845","1","10808","LE01","Open","Active","10","1","","","Non-Enrol","15","0","","",""
"3310","105848","1","10810","LE01","Open","Active","10","1","","","Non-Enrol","10","2","","",""
"3310","105995","1","11506","LE01","Open","Active","10","1","","","Enrolment","15","11","","",""
"3310","105896","1","11512","TU01","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3310","103065","1","11924","LE01","Open","Active","10","1","","","Enrolment","25","10","","",""
"3310","104700","1","11929","SE01","Open","Active","10","1","","","Enrolment","35","8","","",""
"3310","104702","1","11930","SE01","Open","Active","10","1","","","Enrolment","35","6","","",""
"3310","006126","1","12402","LE01","Open","Active","10","1","","","Enrolment","20","4","","",""
"3310","009549","1","12403","LE01","Open","Active","10","1","","","Non-Enrol","15","5","","",""
"3310","009549","1","12404","TU01","Open","Active","10","1","","","Enrolment","15","5","","",""
"3310","006107","1","12418","LE01","Open","Active","10","1","","","Enrolment","30","10","","",""
"3310","007513","1","19505","LE01","Open","Active","10","1","","","Enrolment","35","23","","",""
"3310","106997","1","19574","01NT","Open","Active","1","1","","","Enrolment","10","3","","",""
"3310","105589","1","10838","LE01","Open","Active","10","1","","","Enrolment","30","5","","",""
"3310","104745","1","10843","SE01","Open","Active","10","1","","","Enrolment","35","7","","",""
"3310","101384","2","11528","WR01","Open","Active","10","1","","","Non-Enrol","38","33","","",""
"3310","101384","2","11529","WR02","Open","Active","10","1","","","Non-Enrol","38","35","","",""
"3310","101384","2","11530","WR03","Closed","Active","10","1","","","Non-Enrol","38","38","","",""
